owner,timestamp,contest_id,ticket_id,task_id,task_name,task_answer
PBL_testing3,2022-04-30T00:54:03+08:00,PBL_testing3/高阶能力测试B,95060200551,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":4,""answer"":{""question1"":4,""question2"":{""max"":""算式2：1×2="",""min"":""算式1：1+2=""},""question3"":""82"",""question4"":""123""}},""isAnswered"":true}}"
PBL_testing3,2022-04-30T00:54:06+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":null}"
PBL_testing3,2022-04-30T00:54:09+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[-1,-1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:11+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,-1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:12+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:13+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,2,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:14+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,2,1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:15+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":2,""answer"":[[2,1,2,1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:17+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":2,""answer"":[[2,1,2,1],""1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:18+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":3,""answer"":[[2,1,2,1],""1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:19+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":3,""answer"":[[2,1,2,1],""1"",""0"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:20+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,2,1],""1"",""0"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:21+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,2,1],""1"",""0"",""+"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:22+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:22+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":2,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""""},""question3"":"""",""question4"":""""}},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:22+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:24+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":2,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""算式2：1×2=""},""question3"":"""",""question4"":""""}},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:26+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:28+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""1"","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:28+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""14"","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:29+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:31+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:31+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""45"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:31+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""452"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:32+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:35+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":3,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""算式2：1×2=""},""question3"":""2"",""question4"":""""}},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:35+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":3,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""算式2：1×2=""},""question3"":""2+"",""question4"":""""}},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:36+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":3,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""算式2：1×2=""},""question3"":""2+3"",""question4"":""""}},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:37+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:39+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7."","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:39+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.8"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:40+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:40+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.854"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:40+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.8541"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:41+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:42+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0"","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:43+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""08"","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:43+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""087"","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:44+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:45+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"",""."",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:45+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".7"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:46+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".75"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:46+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".754"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:47+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".7548"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:47+08:00,PBL_testing3/高阶能力测试B,95060201001,1,热身题【本题不计入总分】,"{""frame"":{""data"":{""page"":4,""answer"":{""question1"":3,""question2"":{""max"":""算式1：1+2="",""min"":""算式2：1×2=""},""question3"":""2+3"",""question4"":""是的""}},""isAnswered"":true}}"
PBL_testing3,2022-04-30T00:54:49+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":6,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".7548"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:50+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":6,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".7548"",""0""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:52+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":null}"
PBL_testing3,2022-04-30T00:54:54+08:00,PBL_testing3/高阶能力测试B,95060200551,2,运动会问题,"{""frame"":{""data"":{""page"":7,""answer"":[[2,1,2,1],""1"",""0"",""+该同学50米跑的成绩该同学实心球的成绩"",""145"",""4527"",""7.85412"",""0875"","".7548"",""0""]},""isAnswered"":true}}"
PBL_testing3,2022-04-30T00:54:57+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[-1,-1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:54:58+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":null}"
PBL_testing3,2022-04-30T00:55:00+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,-1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:01+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":1,""answer"":[[-1,-1,-1,-1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:01+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,-1,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:02+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,0,-1],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:02+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":1,""answer"":[[1,-1,-1,-1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:03+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":1,""answer"":[[2,1,0,3],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:04+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":1,""answer"":[[1,1,-1,-1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:05+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":1,""answer"":[[1,1,1,-1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:06+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":2,""answer"":[[2,1,0,3],""-1"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:07+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":1,""answer"":[[1,1,1,1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:08+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":2,""answer"":[[2,1,0,3],""0"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:09+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":3,""answer"":[[2,1,0,3],""0"",""-1"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:09+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":3,""answer"":[[2,1,0,3],""0"",""0"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:10+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":2,""answer"":[[1,1,1,1],""-1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:10+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,0,3],""0"",""0"","""","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:11+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,0,3],""0"",""0"",""3"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:11+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":2,""answer"":[[1,1,1,1],""0"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:11+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:11+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":4,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:12+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":2,""answer"":[[1,1,1,1],""1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:12+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"","""","""","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:13+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":3,""answer"":[[1,1,1,1],""1"",""-1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:14+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"","""",""4"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:14+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":3,""answer"":[[1,1,1,1],""1"",""0"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:15+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":3,""answer"":[[1,1,1,1],""1"",""1"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:16+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":3,""answer"":[[1,1,1,1],""1"",""2"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:17+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":4,""answer"":[[1,1,1,1],""1"",""2"","""","""","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:17+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"","""",""41"","""","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:17+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":4,""answer"":[[1,1,1,1],""1"",""2"","""",""2"","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:18+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":4,""answer"":[[1,1,1,1],""1"",""2"","""",""25"","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:19+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":4,""answer"":[[1,1,1,1],""1"",""2"","""",""258"","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:19+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"","""",""41"",""4"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:20+08:00,PBL_testing3/高阶能力测试C,95060201021,1,热身题【本题不计入总分】,"{""frame"":null}"
PBL_testing3,2022-04-30T00:55:20+08:00,PBL_testing3/高阶能力测试B,95060201001,2,运动会问题,"{""frame"":{""data"":{""page"":5,""answer"":[[2,1,0,3],""0"",""0"",""3该同学50米跑的成绩-"",""1"",""41"",""4"","""","""",""-1""]},""isAnswered"":false}}"
PBL_testing3,2022-04-30T00:55:20+08:00,PBL_testing3/高阶能力测试B,95060200551,3,生活水平问题,"{""frame"":{""data"":{""page"":4,""answer"":[[1,1,1,1],""1"",""2"",""6"",""258"","""","""",""-1"","""",""-1"",""-1"",""-1"",""-1""]},""isAnswered"":false}}"
